# Date:     2017-10-18 19:39:03
# Database: phot
# Target:   bul2
# Query:    Ngood>=100 and Ngood<=1000 and I>=14 and I<=16 and Isig>=.1 and Isig<=.3 and Imed<=I 
# Objects:  1411
# Columns:
# Field	StarID	StarCat	RA	Decl	Pgood	I	Isig	Imed	Imederr
BUL_SC1	597803	180252.71-301103.1	18.047974	-30.18419	92	15.617	0.119	15.590	0.012
BUL_SC13	119664	181642.55-233716.9	18.278487	-23.62135	73	15.617	0.106	15.565	0.011
BUL_SC7	183048	180857.50-320245.0	18.149306	-32.04583	97	15.618	0.133	15.598	0.009
BUL_SC18	727413	180734.05-265007.2	18.126126	-26.83532	60	15.618	0.107	15.606	0.013
BUL_SC5	22903	174950.15-300739.7	17.830599	-30.12770	26	15.619	0.177	15.596	0.013
BUL_SC20	248665	175910.11-290748.8	17.986142	-29.13022	97	15.619	0.131	15.578	0.011
BUL_SC35	369968	180427.59-273905.6	18.074331	-27.65155	74	15.619	0.114	15.600	0.013
BUL_SC4	612413	175456.79-300327.2	17.915775	-30.05757	96	15.620	0.187	15.551	0.012
BUL_SC34	16480	175753.66-293207.0	17.964904	-29.53527	96	15.620	0.120	15.581	0.010
BUL_SC24	441875	175331.16-323056.0	17.891989	-32.51556	66	15.621	0.162	15.560	0.011
BUL_SC11	397045	182134.42-221121.5	18.359562	-22.18931	40	15.623	0.101	15.606	0.013
BUL_SC45	302402	180330.24-294701.3	18.058400	-29.78371	99	15.624	0.122	15.591	0.012
BUL_SC20	620247	175936.57-291252.2	17.993492	-29.21451	97	15.625	0.112	15.622	0.012
BUL_SC23	204666	175749.20-314040.3	17.963667	-31.67787	66	15.625	0.188	15.549	0.012
BUL_SC33	339227	180519.06-283531.8	18.088628	-28.59218	80	15.625	0.151	15.566	0.010
BUL_SC16	139814	180942.04-260247.8	18.161677	-26.04662	93	15.628	0.143	15.597	0.010
BUL_SC36	476801	180540.72-281717.3	18.094644	-28.28813	82	15.628	0.139	15.602	0.011
BUL_SC14	427965	174707.43-225418.1	17.785397	-22.90504	88	15.629	0.253	15.525	0.010
BUL_SC26	230636	174709.46-351027.8	17.785962	-35.17439	95	15.630	0.187	15.612	0.010
BUL_SC23	251176	175742.45-312521.1	17.961792	-31.42252	89	15.631	0.200	15.542	0.011
BUL_SC27	152405	174749.82-344852.3	17.797171	-34.81453	31	15.631	0.107	15.602	0.010
BUL_SC44	299570	174948.41-294503.7	17.830113	-29.75103	75	15.632	0.111	15.618	0.012
BUL_SC45	492098	180355.12-302709.5	18.065310	-30.45264	97	15.633	0.160	15.594	0.012
BUL_SC48	102506	172759.31-395240.3	17.466475	-39.87785	96	15.635	0.160	15.634	0.011
BUL_SC28	105303	174700.18-373513.1	17.783382	-37.58697	45	15.636	0.128	15.595	0.010
BUL_SC5	230310	175026.74-300828.7	17.840762	-30.14130	91	15.637	0.103	15.621	0.013
BUL_SC36	345814	180528.83-275354.3	18.091342	-27.89842	41	15.637	0.108	15.600	0.017
BUL_SC45	245339	180334.26-300144.5	18.059518	-30.02904	91	15.637	0.142	15.631	0.014
BUL_SC40	246965	175051.40-331221.8	17.847610	-33.20605	59	15.638	0.127	15.604	0.012
BUL_SC1	640690	180249.05-295629.7	18.046957	-29.94160	96	15.639	0.102	15.632	0.011
BUL_SC1	341	180206.16-302341.4	18.035045	-30.39483	92	15.641	0.183	15.562	0.010
BUL_SC10	261234	182017.53-224005.8	18.338203	-22.66828	68	15.644	0.100	15.618	0.010
BUL_SC14	212923	174651.98-231617.6	17.781106	-23.27156	90	15.645	0.184	15.641	0.011
BUL_SC48	257488	172845.62-394117.0	17.479338	-39.68806	98	15.647	0.106	15.639	0.009
BUL_SC3	408453	175321.40-293027.2	17.889279	-29.50756	95	15.648	0.113	15.621	0.010
BUL_SC6	399058	180820.80-323038.4	18.139110	-32.51066	85	15.650	0.108	15.625	0.010
BUL_SC9	21994	182337.36-215855.4	18.393712	-21.98205	95	15.650	0.132	15.617	0.009
BUL_SC18	351500	180700.50-265536.4	18.116805	-26.92677	98	15.650	0.175	15.602	0.010
BUL_SC21	622739	180035.41-283618.0	18.009837	-28.60499	96	15.651	0.143	15.599	0.011
BUL_SC36	623584	180531.73-273538.5	18.092146	-27.59403	95	15.651	0.106	15.646	0.012
BUL_SC4	534080	175440.73-293028.7	17.911314	-29.50798	40	15.652	0.113	15.611	0.018
BUL_SC14	255444	174649.35-230201.1	17.780374	-23.03364	89	15.652	0.177	15.599	0.010
BUL_SC18	245	180646.88-274033.4	18.113022	-27.67593	85	15.652	0.101	15.625	0.012
BUL_SC27	476603	174840.09-345727.2	17.811137	-34.95756	71	15.652	0.105	15.603	0.012
BUL_SC18	51393	180637.86-272615.9	18.110517	-27.43775	96	15.653	0.102	15.637	0.010
BUL_SC19	176182	180734.06-265007.2	18.126128	-26.83534	66	15.653	0.105	15.646	0.013
BUL_SC4	685155	175507.18-294147.3	17.918662	-29.69648	67	15.654	0.101	15.633	0.013
BUL_SC14	507871	174723.42-232119.3	17.789838	-23.35537	87	15.654	0.111	15.638	0.011
BUL_SC2	555864	180444.18-284113.7	18.078938	-28.68713	96	15.657	0.119	15.649	0.010
BUL_SC4	417120	175446.41-300614.5	17.912892	-30.10403	41	15.657	0.107	15.632	0.018
BUL_SC25	186816	175410.42-331019.1	17.902895	-33.17197	67	15.657	0.161	15.638	0.012
BUL_SC40	118155	175037.94-330121.4	17.843873	-33.02260	96	15.657	0.133	15.612	0.010
BUL_SC46	36082	180410.82-301652.8	18.069672	-30.28132	98	15.657	0.172	15.641	0.011
BUL_SC18	126950	180637.81-270526.3	18.110503	-27.09065	74	15.658	0.105	15.650	0.013
BUL_SC33	122587	180502.71-284226.7	18.084085	-28.70743	94	15.658	0.123	15.642	0.011
BUL_SC11	66589	182038.56-221815.3	18.344043	-22.30426	70	15.659	0.162	15.598	0.009
BUL_SC14	184698	174701.14-232550.7	17.783650	-23.43074	87	15.659	0.101	15.625	0.011
BUL_SC4	697256	175459.34-293656.3	17.916485	-29.61565	76	15.661	0.102	15.636	0.016
BUL_SC38	554534	180158.75-301846.1	18.032986	-30.31280	95	15.661	0.105	15.636	0.011
BUL_SC31	512332	180228.02-283321.3	18.041118	-28.55592	81	15.662	0.153	15.646	0.014
BUL_SC38	491209	180128.11-294619.7	18.024476	-29.77215	82	15.663	0.107	15.617	0.013
BUL_SC6	118612	180742.73-314621.3	18.128537	-31.77259	82	15.664	0.131	15.622	0.010
BUL_SC10	261313	182018.29-223758.1	18.338413	-22.63280	89	15.664	0.106	15.615	0.009
BUL_SC12	50870	181539.42-240338.3	18.260951	-24.06065	97	15.664	0.121	15.652	0.011
BUL_SC13	307968	181709.00-241836.9	18.285834	-24.31026	53	15.664	0.216	15.606	0.010
BUL_SC20	457344	175926.52-290416.2	17.990699	-29.07116	92	15.664	0.135	15.618	0.011
BUL_SC34	48262	175753.41-292439.6	17.964836	-29.41100	97	15.664	0.178	15.611	0.010
BUL_SC32	74285	180307.72-284248.7	18.052145	-28.71353	67	15.666	0.100	15.609	0.013
BUL_SC39	622800	175558.32-300747.6	17.932867	-30.12990	97	15.666	0.100	15.632	0.011
BUL_SC1	629087	180249.08-300053.0	18.046968	-30.01471	98	15.667	0.107	15.656	0.012
BUL_SC4	719877	175502.39-293205.7	17.917330	-29.53491	71	15.667	0.167	15.630	0.016
BUL_SC13	171845	181653.62-241207.8	18.281562	-24.20218	73	15.668	0.107	15.625	0.011
BUL_SC5	428626	175039.15-292857.6	17.844208	-29.48267	60	15.669	0.135	15.663	0.013
BUL_SC3	730795	175359.21-294949.3	17.899781	-29.83036	98	15.670	0.114	15.617	0.011
BUL_SC36	610545	180539.07-274234.5	18.094187	-27.70959	36	15.673	0.182	15.646	0.017
BUL_SC11	178711	182057.17-221624.5	18.349213	-22.27347	47	15.674	0.104	15.618	0.012
BUL_SC26	263199	174702.21-350038.0	17.783946	-35.01055	94	15.674	0.160	15.614	0.010
BUL_SC30	326668	180111.24-284111.7	18.019790	-28.68660	56	15.674	0.200	15.671	0.016
BUL_SC17	254462	181054.49-261817.3	18.181801	-26.30481	90	15.676	0.101	15.653	0.010
BUL_SC7	383532	180942.68-321652.7	18.161855	-32.28130	45	15.677	0.168	15.620	0.011
BUL_SC20	480747	175925.67-285637.7	17.990464	-28.94381	93	15.677	0.105	15.676	0.011
BUL_SC22	244395	175646.97-310150.6	17.946380	-31.03073	92	15.677	0.165	15.657	0.012
BUL_SC39	40912	175516.30-300146.9	17.921196	-30.02969	70	15.677	0.102	15.644	0.015
BUL_SC31	523504	180227.04-282927.4	18.040846	-28.49093	72	15.678	0.110	15.669	0.015
BUL_SC47	189849	172711.17-394558.4	17.453103	-39.76623	68	15.680	0.204	15.580	0.010
BUL_SC5	56475	174955.60-294648.7	17.832110	-29.78019	55	15.681	0.101	15.664	0.012
BUL_SC11	276310	182112.92-222153.2	18.353589	-22.36478	48	15.681	0.104	15.652	0.009
BUL_SC25	151144	175354.95-322610.7	17.898598	-32.43629	49	15.681	0.112	15.639	0.015
BUL_SC37	253314	175231.00-295412.3	17.875277	-29.90340	88	15.681	0.107	15.642	0.012
BUL_SC45	402685	180351.70-300447.8	18.064362	-30.07996	97	15.681	0.121	15.671	0.011
BUL_SC13	222687	181649.28-235052.9	18.280355	-23.84803	85	15.682	0.108	15.635	0.013
BUL_SC32	333988	180315.96-282832.1	18.054433	-28.47558	97	15.682	0.105	15.682	0.011
BUL_SC45	180580	180335.54-302839.1	18.059872	-30.47754	97	15.682	0.158	15.640	0.011
BUL_SC30	537423	180134.76-283301.1	18.026322	-28.55031	85	15.683	0.128	15.648	0.012
BUL_SC45	67808	180311.30-300810.4	18.053139	-30.13621	90	15.683	0.112	15.658	0.015
BUL_SC39	599406	175546.20-291945.9	17.929500	-29.32943	92	15.684	0.184	15.618	0.011
BUL_SC45	290800	180321.78-295026.2	18.056051	-29.84062	98	15.684	0.129	15.678	0.011
BUL_SC13	98504	181644.72-234440.0	18.279090	-23.74446	85	15.685	0.123	15.662	0.010
BUL_SC42	346145	180912.68-270840.4	18.153523	-27.14456	91	15.687	0.100	15.683	0.011
BUL_SC36	440755	180520.30-273017.9	18.088972	-27.50497	95	15.689	0.109	15.657	0.011
BUL_SC38	144194	180106.01-294152.3	18.018335	-29.69787	95	15.690	0.106	15.661	0.012
BUL_SC18	153644	180634.78-265615.7	18.109662	-26.93770	91	15.691	0.102	15.677	0.011
BUL_SC27	219177	174810.62-352700.7	17.802951	-35.45020	64	15.691	0.100	15.666	0.015
BUL_SC44	36059	174902.76-295559.7	17.817433	-29.93325	46	15.691	0.122	15.687	0.010
BUL_SC18	64759	180639.18-272230.3	18.110883	-27.37507	57	15.692	0.129	15.680	0.016
BUL_SC46	279663	180425.66-294158.1	18.073794	-29.69947	91	15.694	0.181	15.616	0.013
BUL_SC32	294159	180318.40-283846.9	18.055111	-28.64637	98	15.695	0.118	15.679	0.010
BUL_SC8	391539	182334.81-212324.1	18.393003	-21.39002	48	15.696	0.105	15.671	0.012
BUL_SC19	235658	180758.17-272852.6	18.132825	-27.48129	96	15.696	0.125	15.678	0.012
BUL_SC20	118945	175850.36-284915.2	17.980657	-28.82088	76	15.696	0.108	15.681	0.016
BUL_SC34	127238	175800.22-290618.5	17.966728	-29.10514	84	15.697	0.130	15.670	0.010
BUL_SC31	600968	180245.31-290311.8	18.045919	-29.05327	97	15.698	0.115	15.686	0.010
BUL_SC34	480629	175805.75-283949.5	17.968265	-28.66375	67	15.698	0.150	15.639	0.013
BUL_SC32	712285	180351.53-283112.9	18.064314	-28.52026	97	15.699	0.129	15.669	0.011
BUL_SC44	86496	174909.66-301628.1	17.819350	-30.27448	45	15.700	0.108	15.695	0.012
BUL_SC31	383258	180216.57-281540.5	18.037936	-28.26124	97	15.701	0.100	15.666	0.011
BUL_SC32	775362	180346.62-281642.4	18.062951	-28.27845	97	15.701	0.138	15.699	0.011
BUL_SC38	155387	180107.10-293832.3	18.018640	-29.64230	99	15.701	0.111	15.683	0.010
BUL_SC36	72418	180505.25-280619.5	18.084793	-28.10543	94	15.702	0.103	15.693	0.010
BUL_SC47	115419	172650.40-394709.4	17.447332	-39.78594	68	15.703	0.104	15.666	0.012
BUL_SC16	20993	180947.65-263858.6	18.163235	-26.64961	83	15.704	0.104	15.692	0.010
BUL_SC18	228794	180647.91-273322.6	18.113309	-27.55628	48	15.705	0.105	15.683	0.017
BUL_SC4	307299	175429.54-294239.4	17.908205	-29.71095	87	15.709	0.155	15.648	0.012
BUL_SC34	175414	175759.44-285544.0	17.966512	-28.92888	98	15.709	0.114	15.703	0.010
BUL_SC38	258807	180117.35-300113.9	18.021486	-30.02053	98	15.709	0.122	15.689	0.010
BUL_SC9	79073	182346.02-211956.2	18.396117	-21.33227	82	15.710	0.114	15.675	0.010
BUL_SC27	152365	174750.52-344926.0	17.797366	-34.82388	52	15.710	0.131	15.705	0.010
BUL_SC13	367424	181714.09-235232.3	18.287246	-23.87564	67	15.711	0.113	15.684	0.012
BUL_SC44	109431	174918.55-295548.7	17.821818	-29.93019	63	15.711	0.111	15.710	0.011
BUL_SC1	576932	180256.54-301835.9	18.049038	-30.30998	97	15.712	0.120	15.698	0.011
BUL_SC5	43798	174959.68-295614.2	17.833245	-29.93727	71	15.712	0.101	15.706	0.014
BUL_SC11	114338	182103.07-224812.4	18.350853	-22.80344	69	15.713	0.101	15.682	0.013
BUL_SC17	115714	181038.42-260250.9	18.177340	-26.04747	95	15.713	0.131	15.682	0.011
BUL_SC35	692	180400.22-282348.9	18.066727	-28.39691	94	15.713	0.158	15.654	0.010
BUL_SC42	134299	180847.94-263044.2	18.146649	-26.51228	93	15.713	0.112	15.686	0.012
BUL_SC36	40684	180507.71-281242.8	18.085474	-28.21189	69	15.714	0.102	15.702	0.010
BUL_SC31	111851	180156.83-283035.6	18.032454	-28.50989	93	15.715	0.167	15.671	0.011
BUL_SC36	302356	180519.94-280528.1	18.088872	-28.09114	98	15.715	0.147	15.661	0.011
BUL_SC20	181368	175856.75-283142.8	17.982431	-28.52855	80	15.716	0.115	15.696	0.015
BUL_SC31	588354	180227.23-281207.8	18.040898	-28.20216	96	15.716	0.134	15.688	0.013
BUL_SC32	360646	180323.93-282319.2	18.056647	-28.38866	94	15.717	0.177	15.674	0.012
BUL_SC12	331935	181618.38-235759.4	18.271771	-23.96651	79	15.718	0.154	15.688	0.010
BUL_SC25	592665	175444.27-323306.6	17.912298	-32.55183	65	15.718	0.100	15.672	0.013
BUL_SC34	285600	175812.73-292605.6	17.970202	-29.43488	78	15.718	0.105	15.669	0.013
BUL_SC36	13035	180510.34-282027.2	18.086205	-28.34089	93	15.718	0.124	15.716	0.011
BUL_SC38	200764	180114.91-302139.7	18.020809	-30.36103	82	15.719	0.101	15.715	0.015
BUL_SC17	115581	181040.85-260435.4	18.178013	-26.07650	47	15.722	0.106	15.673	0.013
BUL_SC17	164865	181046.76-254803.4	18.179655	-25.80095	96	15.723	0.118	15.691	0.011
BUL_SC31	278622	180207.36-284058.0	18.035377	-28.68278	91	15.723	0.128	15.723	0.014
BUL_SC45	357657	180352.33-302028.9	18.064536	-30.34135	97	15.723	0.119	15.697	0.011
BUL_SC17	243740	181100.33-262301.3	18.183424	-26.38371	79	15.724	0.200	15.649	0.011
BUL_SC42	133929	180843.73-263103.6	18.145479	-26.51767	61	15.724	0.111	15.701	0.015
BUL_SC20	395224	175913.01-282742.4	17.986948	-28.46179	98	15.725	0.128	15.680	0.011
BUL_SC24	379482	175322.76-325557.8	17.889655	-32.93271	97	15.725	0.117	15.695	0.010
BUL_SC30	593998	180149.25-291116.7	18.030347	-29.18798	38	15.725	0.147	15.670	0.015
BUL_SC34	710353	175824.52-284105.6	17.973479	-28.68489	94	15.725	0.136	15.694	0.011
BUL_SC42	510595	180932.15-270224.5	18.158931	-27.04014	82	15.726	0.105	15.690	0.012
BUL_SC13	385729	181711.88-234508.9	18.286634	-23.75248	77	15.727	0.125	15.663	0.013
BUL_SC23	87317	175737.00-311321.6	17.960277	-31.22267	97	15.727	0.164	15.715	0.010
BUL_SC42	542668	180926.16-264713.4	18.157266	-26.78705	94	15.727	0.170	15.646	0.011
BUL_SC33	246903	180524.71-290430.9	18.090198	-29.07525	96	15.728	0.116	15.705	0.012
BUL_SC21	239171	180008.32-291752.8	18.002311	-29.29801	48	15.729	0.102	15.691	0.017
BUL_SC30	729759	180156.84-283035.5	18.032455	-28.50987	55	15.729	0.164	15.706	0.013
BUL_SC29	321960	174827.52-370234.2	17.807644	-37.04284	85	15.732	0.152	15.702	0.010
BUL_SC36	683634	180549.87-281428.6	18.097186	-28.24127	92	15.732	0.184	15.728	0.011
BUL_SC4	182160	175411.71-292139.4	17.903252	-29.36095	96	15.733	0.194	15.659	0.013
BUL_SC1	409945	180234.03-301511.7	18.042785	-30.25326	79	15.734	0.229	15.643	0.010
BUL_SC17	318266	181047.99-255548.7	18.179996	-25.93020	93	15.735	0.108	15.701	0.011
BUL_SC19	188980	180739.01-264701.4	18.127503	-26.78372	91	15.735	0.157	15.724	0.010
BUL_SC46	93004	180407.62-295606.7	18.068784	-29.93519	72	15.737	0.101	15.724	0.013
BUL_SC5	386417	175047.00-295156.5	17.846388	-29.86569	85	15.738	0.128	15.725	0.014
BUL_SC39	375902	175528.88-292739.0	17.924688	-29.46083	91	15.738	0.109	15.737	0.011
BUL_SC2	242056	180422.20-291339.1	18.072832	-29.22754	49	15.739	0.110	15.682	0.015
BUL_SC46	164420	180424.17-302945.2	18.073380	-30.49588	92	15.740	0.100	15.716	0.015
BUL_SC26	104581	174652.82-345413.5	17.781338	-34.90376	90	15.742	0.145	15.702	0.010
BUL_SC29	7789	174748.12-373053.2	17.796699	-37.51478	68	15.744	0.121	15.744	0.010
BUL_SC36	301868	180528.93-280542.5	18.091370	-28.09515	44	15.744	0.109	15.707	0.016
BUL_SC44	216201	174934.36-293926.8	17.826210	-29.65744	85	15.744	0.170	15.735	0.011
BUL_SC44	270479	174939.85-300029.6	17.827736	-30.00821	34	15.745	0.141	15.743	0.012
BUL_SC20	220534	175908.37-291726.4	17.985657	-29.29066	53	15.746	0.111	15.739	0.019
BUL_SC21	649936	180024.96-282954.2	18.006935	-28.49839	97	15.746	0.110	15.741	0.012
BUL_SC28	247961	174709.21-371002.9	17.785893	-37.16748	62	15.746	0.101	15.720	0.014
BUL_SC4	333209	175432.42-293457.9	17.909005	-29.58275	98	15.747	0.120	15.724	0.011
BUL_SC6	260370	180801.27-314227.3	18.133686	-31.70759	51	15.747	0.101	15.731	0.011
BUL_SC15	354203	174811.14-231821.2	17.803096	-23.30590	47	15.748	0.106	15.742	0.016
BUL_SC20	56450	175855.33-290638.8	17.982036	-29.11078	97	15.748	0.130	15.745	0.012
BUL_SC26	230554	174715.19-351144.2	17.787554	-35.19560	64	15.749	0.104	15.708	0.015
BUL_SC39	41795	175512.48-295927.6	17.920134	-29.99099	99	15.751	0.114	15.726	0.011
BUL_SC36	413701	180524.07-273602.6	18.090019	-27.60072	97	15.752	0.105	15.729	0.012
BUL_SC18	643232	180728.24-271655.4	18.124511	-27.28204	96	15.753	0.170	15.689	0.012
BUL_SC5	34464	174957.28-300044.4	17.832577	-30.01233	51	15.754	0.121	15.753	0.012
BUL_SC22	76978	175620.24-305329.8	17.938956	-30.89160	96	15.754	0.180	15.676	0.012
BUL_SC47	212934	172707.18-392615.9	17.451996	-39.43774	97	15.754	0.133	15.712	0.010
BUL_SC4	207181	175431.85-301147.5	17.908847	-30.19652	55	15.755	0.123	15.727	0.016
BUL_SC14	462790	174716.45-224027.4	17.787903	-22.67429	80	15.755	0.116	15.750	0.014
BUL_SC19	13658	180740.92-273518.4	18.128034	-27.58844	94	15.755	0.110	15.748	0.013
BUL_SC21	45413	180001.41-290924.4	18.000393	-29.15678	39	15.756	0.100	15.729	0.018
BUL_SC4	427761	175446.46-300433.0	17.912905	-30.07583	81	15.757	0.125	15.728	0.012
BUL_SC18	127203	180636.23-270250.3	18.110063	-27.04731	87	15.757	0.111	15.719	0.011
BUL_SC45	50651	180311.85-301204.9	18.053293	-30.20135	88	15.758	0.149	15.752	0.015
BUL_SC36	572529	180545.16-275002.3	18.095878	-27.83397	91	15.759	0.113	15.744	0.013
BUL_SC4	708072	175505.96-293635.8	17.918321	-29.60993	51	15.760	0.153	15.741	0.014
BUL_SC5	165326	175011.94-294605.3	17.836651	-29.76814	80	15.761	0.169	15.709	0.012
BUL_SC21	436911	180008.16-282754.4	18.002268	-28.46511	98	15.761	0.164	15.720	0.011
BUL_SC39	708737	175604.41-294011.3	17.934557	-29.66981	97	15.761	0.127	15.731	0.011
BUL_SC43	55858	173457.22-270738.8	17.582562	-27.12744	81	15.761	0.101	15.734	0.014
BUL_SC2	192425	180412.49-283122.4	18.070135	-28.52290	43	15.762	0.111	15.724	0.015
BUL_SC3	576568	175345.86-293837.3	17.896072	-29.64368	82	15.762	0.155	15.709	0.012
BUL_SC14	255322	174649.86-230345.8	17.780515	-23.06273	37	15.763	0.104	15.708	0.012
BUL_SC23	125201	175732.65-310226.4	17.959069	-31.04066	97	15.763	0.130	15.727	0.012
BUL_SC34	873913	175848.05-285845.6	17.980013	-28.97934	81	15.763	0.116	15.732	0.012
BUL_SC47	234437	172738.29-400800.8	17.460636	-40.13356	76	15.763	0.182	15.706	0.010
BUL_SC20	572818	175920.28-283007.1	17.988968	-28.50198	71	15.765	0.103	15.763	0.016
BUL_SC30	153314	180107.47-283240.2	18.018742	-28.54450	96	15.765	0.177	15.711	0.014
BUL_SC33	290588	180524.06-285157.2	18.090017	-28.86589	98	15.766	0.127	15.734	0.011
BUL_SC4	545778	175441.21-292857.0	17.911446	-29.48249	98	15.767	0.139	15.717	0.012
BUL_SC4	612449	175459.69-300318.3	17.916581	-30.05508	95	15.768	0.104	15.753	0.013
BUL_SC44	9019	174902.89-302320.7	17.817469	-30.38907	65	15.768	0.102	15.747	0.011
BUL_SC3	794681	175403.47-293117.5	17.900963	-29.52153	94	15.769	0.119	15.741	0.012
BUL_SC7	175685	180901.54-320613.9	18.150427	-32.10387	81	15.769	0.103	15.756	0.010
BUL_SC36	387646	180528.80-274607.3	18.091335	-27.76869	54	15.769	0.100	15.763	0.015
BUL_SC8	178170	182255.15-213451.9	18.381985	-21.58107	79	15.770	0.108	15.747	0.012
BUL_SC49	173389	172939.26-400742.2	17.494239	-40.12839	96	15.770	0.181	15.683	0.010
BUL_SC1	665680	180304.27-294834.5	18.051187	-29.80960	71	15.771	0.104	15.764	0.011
BUL_SC42	527646	180925.39-265450.1	18.157053	-26.91393	87	15.771	0.102	15.751	0.011
BUL_SC44	40236	174855.84-295343.6	17.815512	-29.89545	53	15.772	0.124	15.763	0.011
BUL_SC46	366065	180445.20-300024.2	18.079222	-30.00672	97	15.772	0.128	15.741	0.012
BUL_SC5	108946	175013.61-301502.2	17.837113	-30.25062	95	15.774	0.113	15.723	0.010
BUL_SC7	349403	180937.98-323508.8	18.160549	-32.58579	37	15.774	0.163	15.717	0.010
BUL_SC22	11759	175622.82-311209.6	17.939672	-31.20267	90	15.774	0.244	15.687	0.011
BUL_SC5	357092	175053.01-300712.9	17.848057	-30.12025	87	15.775	0.225	15.705	0.011
BUL_SC12	331810	181612.97-240033.4	18.270269	-24.00927	62	15.775	0.151	15.710	0.010
BUL_SC20	514042	175920.89-284618.8	17.989137	-28.77188	97	15.775	0.152	15.732	0.013
BUL_SC25	460442	175431.50-322648.6	17.908749	-32.44683	80	15.775	0.117	15.727	0.013
BUL_SC40	247222	175106.12-331340.7	17.851700	-33.22798	44	15.775	0.165	15.759	0.011
BUL_SC30	177777	180108.78-282804.9	18.019105	-28.46802	95	15.776	0.120	15.773	0.011
BUL_SC36	611255	180542.94-273910.6	18.095262	-27.65295	85	15.776	0.182	15.699	0.012
BUL_SC45	444753	180345.48-294757.0	18.062634	-29.79916	88	15.776	0.144	15.770	0.012
BUL_SC4	649250	175502.52-295054.6	17.917366	-29.84849	61	15.777	0.100	15.746	0.017
BUL_SC31	562353	180234.05-281814.1	18.042793	-28.30391	59	15.777	0.105	15.740	0.015
BUL_SC26	661900	174747.35-345022.7	17.796487	-34.83963	97	15.778	0.115	15.748	0.011
BUL_SC36	345895	180517.92-275312.8	18.088310	-27.88689	65	15.778	0.111	15.771	0.014
BUL_SC4	207216	175419.25-301139.8	17.905348	-30.19438	71	15.779	0.105	15.763	0.015
BUL_SC14	139	174640.24-233514.4	17.777843	-23.58733	46	15.779	0.127	15.765	0.012
BUL_SC14	126736	174643.38-225249.0	17.778717	-22.88029	76	15.781	0.117	15.770	0.011
BUL_SC19	121514	180744.30-270327.9	18.128971	-27.05775	98	15.781	0.100	15.773	0.010
BUL_SC20	432598	175934.77-291241.5	17.992992	-29.21154	97	15.782	0.213	15.779	0.012
BUL_SC30	604974	180153.17-290906.2	18.031437	-29.15171	80	15.782	0.101	15.768	0.014
BUL_SC44	181068	174927.86-300407.1	17.824407	-30.06865	63	15.782	0.116	15.774	0.012
BUL_SC10	84072	181937.34-221004.2	18.327039	-22.16783	66	15.783	0.105	15.763	0.010
BUL_SC44	185347	174935.24-300100.1	17.826456	-30.01669	82	15.783	0.125	15.753	0.012
BUL_SC37	308757	175223.46-293628.2	17.873184	-29.60784	34	15.784	0.110	15.720	0.015
BUL_SC19	525794	180803.90-265447.6	18.134417	-26.91322	90	15.785	0.103	15.775	0.012
BUL_SC44	81391	174906.49-301816.6	17.818471	-30.30462	87	15.786	0.106	15.767	0.011
BUL_SC20	82596	175848.04-285845.6	17.980012	-28.97934	78	15.787	0.122	15.746	0.012
BUL_SC5	6237	174957.05-301921.3	17.832513	-30.32260	89	15.788	0.125	15.784	0.013
BUL_SC27	81759	174749.76-350954.0	17.797156	-35.16499	36	15.788	0.151	15.741	0.010
BUL_SC1	544619	180241.13-293048.3	18.044758	-29.51342	94	15.789	0.203	15.721	0.012
BUL_SC20	118923	175848.75-284921.1	17.980209	-28.82252	60	15.789	0.123	15.766	0.015
BUL_SC21	753	175953.30-291629.8	17.998139	-29.27495	61	15.789	0.139	15.718	0.017
BUL_SC38	426380	180128.40-300432.7	18.024557	-30.07575	63	15.789	0.103	15.747	0.015
BUL_SC18	127491	180634.03-270349.9	18.109454	-27.06386	83	15.790	0.154	15.744	0.011
BUL_SC22	185515	175630.59-301939.1	17.941829	-30.32752	31	15.790	0.133	15.762	0.015
BUL_SC47	297474	172731.78-392000.9	17.458827	-39.33359	95	15.792	0.113	15.744	0.009
BUL_SC1	343708	180227.85-293923.8	18.041071	-29.65662	97	15.793	0.124	15.758	0.012
BUL_SC12	164409	181559.29-241433.6	18.266469	-24.24267	45	15.793	0.108	15.765	0.015
BUL_SC17	566948	181130.53-262428.5	18.191815	-26.40791	45	15.794	0.101	15.776	0.017
BUL_SC44	221111	174928.44-293757.6	17.824567	-29.63266	55	15.794	0.128	15.775	0.012
BUL_SC19	665523	180825.76-270531.5	18.140490	-27.09208	89	15.795	0.110	15.783	0.012
BUL_SC33	462813	180533.01-285507.6	18.092502	-28.91879	98	15.795	0.143	15.776	0.011
BUL_SC30	377047	180124.19-282534.5	18.023386	-28.42626	97	15.796	0.108	15.792	0.011
BUL_SC34	682258	175827.15-284711.2	17.974207	-28.78645	90	15.796	0.119	15.792	0.012
BUL_SC4	145014	175403.47-293117.5	17.900965	-29.52154	32	15.797	0.118	15.780	0.013
BUL_SC39	295909	175534.31-295122.1	17.926198	-29.85614	57	15.797	0.112	15.755	0.015
BUL_SC44	194771	174938.00-295416.7	17.827223	-29.90464	72	15.798	0.114	15.798	0.013
BUL_SC44	270673	174949.99-295923.2	17.830552	-29.98977	82	15.798	0.101	15.791	0.013
BUL_SC5	28820	174953.33-300411.9	17.831481	-30.06997	84	15.800	0.104	15.784	0.013
